sample_id,raw_index,true_cte_idx,true_he_idx,true_cte,true_he,pred_cte_idx,pred_he_idx,pred_cte,pred_he,cte_logit_0,cte_logit_1,cte_logit_2,cte_logit_3,cte_logit_4,he_logit_0,he_logit_1,he_logit_2,cte_prob_0,cte_prob_1,cte_prob_2,cte_prob_3,cte_prob_4,he_prob_0,he_prob_1,he_prob_2,correct_cte,correct_he
10,5250,3,0,1,-1,3,0,1,-1,-3.995429039001465,-4.964711666107178,-2.1715705394744873,5.817391395568848,1.550142765045166,4.075736999511719,-1.4456567764282227,-2.370972156524658,5.396621781983413e-05,2.047236921498552e-05,0.00033435941440984607,0.9857703447341919,0.013820800930261612,0.9944450259208679,0.003978047054260969,0.0015769232995808125,1,1
11,1450,3,1,1,0,3,1,1,0,-2.3422749042510986,-5.742684841156006,-1.362421989440918,7.031838417053223,-0.9429697394371033,0.28213953971862793,1.0672565698623657,-0.28634533286094666,8.483768033329397e-05,2.8301510610617697e-06,0.00022601296950597316,0.9993425011634827,0.00034379467251710594,0.2660248875617981,0.5833030939102173,0.15067195892333984,1,1
12,3587,4,2,2,1,4,2,2,1,-1.3833093643188477,-3.025195360183716,-3.564598560333252,-1.1490730047225952,4.614405155181885,-1.350570559501648,-0.35367217659950256,1.854375958442688,0.002468658844009042,0.00047796813305467367,0.00027870145277120173,0.003120244247838855,0.9936544895172119,0.035255901515483856,0.09553869068622589,0.8692053556442261,1,1
13,4148,4,0,2,-1,3,0,1,-1,-3.9657063484191895,-5.401920795440674,-3.2240700721740723,5.459797382354736,2.6991031169891357,3.851209878921509,-1.4524202346801758,-2.3202157020568848,7.58248133934103e-05,1.8033138985629193e-05,0.0001591841719346121,0.940276563167572,0.059470467269420624,0.9929876923561096,0.004938632249832153,0.0020736129954457283,0,1
14,3073,0,0,-2,-1,0,0,-2,-1,3.0010266304016113,-0.7258725762367249,-2.7880663871765137,-0.8753756284713745,-1.1335837841033936,2.488983631134033,-0.48130887746810913,-2.1051697731018066,0.9399713277816772,0.022622618824243546,0.002877023769542575,0.019481144845485687,0.015047910623252392,0.9421527981758118,0.04832141846418381,0.009525896981358528,1,1
15,4012,3,0,1,-1,3,0,1,-1,-4.337851047515869,-4.999273777008057,-0.6178202033042908,6.69692850112915,0.06801942735910416,4.108885288238525,-1.4708526134490967,-2.0634255409240723,1.609842547622975e-05,8.308662472700235e-06,0.0006643121596425772,0.9979923963546753,0.0013189507881179452,0.9941741824150085,0.0037515712901949883,0.002074254211038351,1,1
16,3171,1,0,-1,-1,1,0,-1,-1,1.5288193225860596,1.680641770362854,-1.603860855102539,-1.6414662599563599,-0.865917980670929,2.092292308807373,-0.24568438529968262,-1.9516693353652954,0.4272148311138153,0.4972582161426544,0.018626904115080833,0.017939437180757523,0.03896054998040199,0.8976252675056458,0.08664124459028244,0.01573348231613636,1,1
17,4341,0,2,-2,1,0,2,-2,1,5.251731872558594,0.0026637427508831024,-2.9674830436706543,-1.4304625988006592,-2.8996195793151855,-6.326930999755859,0.4722241759300232,6.975398063659668,0.9929863810539246,0.005215571261942387,0.0002675367286428809,0.0012442367151379585,0.0002863229310605675,1.6680950238878722e-06,0.0014964299043640494,0.9985018968582153,1,1
18,2826,4,1,2,0,4,1,2,0,-0.5650665760040283,-3.4500346183776855,-3.3034563064575195,1.526345133781433,2.468459129333496,-0.1216367781162262,1.3286606073379517,-0.5020686388015747,0.033347561955451965,0.0018626804230734706,0.0021567337680608034,0.2699930965900421,0.692639946937561,0.1681251972913742,0.7169501185417175,0.11492469161748886,1,1
19,943,4,2,2,1,4,2,2,1,-1.4296081066131592,-3.2076382637023926,-3.6460366249084473,-1.2060009241104126,4.773556709289551,-1.670627236366272,-0.6302131414413452,2.476409912109375,0.00201272196136415,0.00034009103546850383,0.00021938199643045664,0.002517069922760129,0.9949107766151428,0.014908304437994957,0.04219628870487213,0.9428954720497131,1,1
20,4327,4,1,2,0,4,1,2,0,-0.4562823474407196,-1.7629797458648682,-3.414916753768921,-1.5264497995376587,3.5857434272766113,-0.06466422230005264,1.0156826972961426,-0.45007291436195374,0.017062773928046227,0.004619106184691191,0.0008853827021084726,0.005851696245372295,0.971580982208252,0.21617534756660461,0.636788010597229,0.14703655242919922,1,1
21,3120,0,0,-2,-1,0,0,-2,-1,2.999983787536621,-0.6929067373275757,-2.717820167541504,-0.8884963393211365,-1.1755292415618896,2.469184637069702,-0.45740747451782227,-2.103513717651367,0.9398225545883179,0.02340150624513626,0.0030891227070242167,0.019244223833084106,0.014442536979913712,0.9399296641349792,0.0503607913851738,0.009709516540169716,1,1
22,2221,4,2,2,1,4,2,2,1,-2.346172571182251,-4.671480655670166,-3.1800343990325928,1.142991304397583,4.3298211097717285,-2.3536243438720703,-1.5190248489379883,4.3039631843566895,0.0012085671769455075,0.00011814149183919653,0.000524963834322989,0.03959091007709503,0.9585573673248291,0.0012788147432729602,0.0029462501406669617,0.9957749247550964,1,1
23,3804,1,0,-1,-1,1,0,-1,-1,-2.060776710510254,2.1256041526794434,1.9543495178222656,-1.995151400566101,-1.3508455753326416,3.828596830368042,-1.4591307640075684,-1.7763874530792236,0.007979811169207096,0.5249460935592651,0.4423232674598694,0.008521052077412605,0.016229746863245964,0.9913427829742432,0.005009484477341175,0.003647624282166362,1,1
24,1324,1,1,-1,0,1,1,-1,0,2.1238911151885986,3.247981309890747,-1.460261583328247,-2.804032802581787,-2.847482919692993,-1.326546311378479,2.7091352939605713,-0.9479278326034546,0.2427567094564438,0.7470632791519165,0.006738969124853611,0.001757927588187158,0.0016831813845783472,0.016937166452407837,0.9583300352096558,0.02473277412354946,1,1
25,5418,0,0,-2,-1,0,0,-2,-1,2.7539422512054443,0.031107228249311447,-2.528498411178589,-1.267198920249939,-0.9932274222373962,2.9049172401428223,-0.8466678857803345,-2.185309648513794,0.8990500569343567,0.05905703455209732,0.004567189607769251,0.016122207045555115,0.021203558892011642,0.9712159633636475,0.022804636508226395,0.005979408975690603,1,1
26,3243,3,2,1,1,3,2,1,1,-2.2528316974639893,-4.354412078857422,-2.2160847187042236,2.790959596633911,2.453036308288574,-1.6472373008728027,-0.6202954053878784,2.5597596168518066,0.0037339807022362947,0.000456527981441468,0.0038737452123314142,0.578978955745697,0.41295677423477173,0.014095013961195946,0.03936050459742546,0.9465445280075073,1,1
27,4124,0,0,-2,-1,0,0,-2,-1,2.161024808883667,-0.008776891976594925,-2.306018352508545,-0.7659329771995544,-0.7723562121391296,2.1476986408233643,-0.04621201008558273,-2.1620612144470215,0.8113867044448853,0.0926605686545372,0.009315705858170986,0.043457649648189545,0.043179407715797424,0.8889546394348145,0.09910060465335846,0.011944681406021118,1,1
28,1087,4,2,2,1,4,2,2,1,-1.1637473106384277,-3.3194785118103027,-3.5000669956207275,-1.3045506477355957,4.463041305541992,-2.3487963676452637,-1.0962259769439697,3.8646721839904785,0.0035733452532440424,0.00041385937947779894,0.00034548109397292137,0.003104022704064846,0.9925633072853088,0.001984403235837817,0.006944071967154741,0.9910715222358704,1,1
29,4304,1,2,-1,1,1,2,-1,1,-0.16926774382591248,3.2690582275390625,-0.29824721813201904,-2.417799472808838,-2.233523368835449,-2.935901403427124,0.40478742122650146,3.702336072921753,0.030078578740358353,0.9364902973175049,0.026438824832439423,0.0031749168410897255,0.0038173540960997343,0.0012610559351742268,0.035610415041446686,0.9631285667419434,1,1
30,4847,1,2,-1,1,1,2,-1,1,1.594214677810669,2.581435203552246,-1.5676028728485107,-2.2016472816467285,-2.3097546100616455,-4.087597846984863,0.376173198223114,4.979468822479248,0.26534077525138855,0.7121121883392334,0.011236834339797497,0.005960491485893726,0.005349728744477034,0.00011424681724747643,0.00991824734956026,0.9899674654006958,1,1
31,3669,4,0,2,-1,4,0,2,-1,-3.244044303894043,-4.028680324554443,-4.369497299194336,1.1855696439743042,5.199167728424072,3.6722562313079834,-1.3091821670532227,-2.3002963066101074,0.00021145546634215862,9.648416744312271e-05,6.861851579742506e-05,0.017740916460752487,0.9818825125694275,0.9906758069992065,0.0068001775071024895,0.002523974981158972,1,1
32,2066,1,1,-1,0,1,1,-1,0,1.1089078187942505,3.826263427734375,-0.8017622232437134,-3.0844192504882812,-2.8016586303710938,-1.4621738195419312,2.4699928760528564,-0.24452108144760132,0.06126196309924126,0.9275205135345459,0.00906562153249979,0.0009248092537745833,0.0012270254082977772,0.018051639199256897,0.9209475517272949,0.06100092828273773,1,1
33,3110,2,2,0,1,2,2,0,1,-1.4757881164550781,-0.2521238327026367,2.3728365898132324,0.030805740505456924,-2.1222987174987793,-1.5498847961425781,0.7182718515396118,1.5630930662155151,0.017742037773132324,0.06031622365117073,0.832606852054596,0.080040343105793,0.009294531308114529,0.030166378244757652,0.2914547324180603,0.6783788800239563,1,1
34,1895,1,1,-1,0,0,1,-2,0,3.2016751766204834,2.361170768737793,-2.2227187156677246,-2.2905466556549072,-2.6943488121032715,-1.2095304727554321,2.6944315433502197,-1.155794620513916,0.6931113600730896,0.2990725636482239,0.003055053297430277,0.002854705788195133,0.0019063052022829652,0.019359666854143143,0.9602118730545044,0.020428434014320374,0,1
35,4699,3,2,1,1,3,2,1,1,-2.3141543865203857,-2.9211461544036865,1.0674097537994385,3.032163381576538,-1.3577837944030762,-1.6248693466186523,-1.0442583560943604,2.88545560836792,0.004108494147658348,0.002239079214632511,0.12085853517055511,0.8621026277542114,0.010691268369555473,0.010667975060641766,0.01906505785882473,0.9702669382095337,1,1
36,2217,1,2,-1,1,1,2,-1,1,-0.3365201950073242,3.202150344848633,-0.21129535138607025,-2.340033531188965,-2.186196804046631,-3.032454252243042,0.25027233362197876,3.9408087730407715,0.027139490470290184,0.9341718554496765,0.030759986490011215,0.0036600488238036633,0.0042687165550887585,0.0009129508980549872,0.02432861365377903,0.9747583866119385,1,1
37,2566,4,1,2,0,4,1,2,0,-0.5164512991905212,-1.8380979299545288,-3.3255398273468018,-1.5619609355926514,3.61722469329834,-0.20697727799415588,0.8261953592300415,-0.16345009207725525,0.01560418214648962,0.004161569755524397,0.0009403066360391676,0.005485066678375006,0.9738088846206665,0.2059963494539261,0.5788428783416748,0.2151607871055603,1,1
38,1165,3,2,1,1,3,2,1,1,-2.0351998805999756,-3.351804256439209,0.9214792251586914,3.931778907775879,-1.647071123123169,-1.6115118265151978,-0.10910741984844208,2.2813310623168945,0.0024254124145954847,0.0006501172319985926,0.04665037617087364,0.9466984868049622,0.003575592301785946,0.018334290012717247,0.08236637711524963,0.8992992639541626,1,1
39,4666,1,1,-1,0,1,1,-1,0,0.3439891040325165,3.7218947410583496,0.15998366475105286,-3.0087103843688965,-2.758972644805908,-1.227300763130188,2.3770883083343506,-0.666480541229248,0.03202956169843674,0.9387646913528442,0.026646392419934273,0.001120707020163536,0.0014386388938874006,0.025309192016720772,0.9303463101387024,0.0443444699048996,1,1
40,535,2,0,0,-1,2,0,0,-1,-4.004436016082764,-1.0289472341537476,3.9168965816497803,1.2306544780731201,-2.763829469680786,3.7392826080322266,-0.9925652742385864,-1.7304617166519165,0.0003370131889823824,0.006605188362300396,0.9286195635795593,0.06327289342880249,0.0011652936227619648,0.9871450066566467,0.008696922101080418,0.00415816018357873,1,1
41,5313,3,0,1,-1,3,0,1,-1,-4.683152198791504,-6.113026142120361,-0.78369140625,8.409652709960938,-0.2974719703197479,3.7850124835968018,-1.2150778770446777,-1.9307819604873657,2.0594436591636622e-06,4.929056558466982e-07,0.00010168671724386513,0.9997302889823914,0.00016535853501409292,0.9900687336921692,0.006670426111668348,0.003260823665186763,1,1
42,3597,1,0,-1,-1,0,0,-2,-1,1.888259768486023,0.5974733829498291,-1.9532849788665771,-1.1397439241409302,-0.6883192658424377,2.733731508255005,-0.7418937683105469,-2.1832995414733887,0.7037491798400879,0.19356930255889893,0.015102758072316647,0.03407003730535507,0.05350863188505173,0.9631468057632446,0.029802151024341583,0.007051035761833191,0,1
43,1940,0,1,-2,0,0,1,-2,0,5.180792331695557,-0.15439651906490326,-3.1691887378692627,-1.2894706726074219,-2.854250907897949,-2.079312324523926,2.933915138244629,-0.07317861169576645,0.9931195974349976,0.004785843659192324,0.0002347744011785835,0.001538161770440638,0.0003216817567590624,0.006296284031122923,0.9468939304351807,0.0468098409473896,1,1
44,3279,0,2,-2,1,0,2,-2,1,5.561640739440918,-1.2369909286499023,-3.2731385231018066,-0.8721316456794739,-2.742227554321289,-5.824437141418457,0.9749865531921387,5.851851940155029,0.9968948364257812,0.0011118369875475764,0.00014512868074234575,0.0016013911226764321,0.0002467886370141059,8.428522050962783e-06,0.007563162595033646,0.9924283623695374,1,1
45,521,0,1,-2,0,0,1,-2,0,5.489157676696777,-0.5624799132347107,-3.2368364334106445,-1.157048225402832,-2.984942674636841,-2.3779962062835693,2.9645068645477295,0.26478251814842224,0.9959920048713684,0.002344568958505988,0.00016166082059498876,0.0012937349965795875,0.00020797010802198201,0.0044625429436564445,0.932828962802887,0.0627085268497467,1,1
46,787,1,2,-1,1,1,2,-1,1,0.9602861404418945,3.356889247894287,-1.4828178882598877,-2.6229891777038574,-2.2622013092041016,-3.964747428894043,0.44071489572525024,4.85469913482666,0.0823701024055481,0.9049010872840881,0.00715719535946846,0.002288615796715021,0.0032829258125275373,0.00014604047464672476,0.01196027547121048,0.9878936409950256,1,1
47,2701,1,1,-1,0,0,1,-2,0,4.055761814117432,1.7475515604019165,-2.7962753772735596,-2.200376033782959,-2.92094087600708,-2.1068546772003174,2.7670187950134277,0.31638190150260925,0.9063320755958557,0.09012480825185776,0.0009582642815075815,0.0017389263957738876,0.0008459484088234603,0.006987678352743387,0.9141750931739807,0.07883722335100174,0,1
48,3149,4,2,2,1,4,2,2,1,-2.4445641040802,-4.857646465301514,-3.265531301498413,1.1961876153945923,4.553015232086182,-2.5318641662597656,-1.7640764713287354,4.691628932952881,0.0008821203955449164,7.898408512119204e-05,0.0003881383454427123,0.03362685814499855,0.9650238752365112,0.000727576669305563,0.001567922648973763,0.9977045655250549,1,1
49,4015,0,2,-2,1,0,2,-2,1,5.582277774810791,-0.6936748027801514,-3.2108848094940186,-1.1866613626480103,-2.883739471435547,-5.724581718444824,0.9699746370315552,5.755943775177002,0.9966192245483398,0.0018746396526694298,0.00015125417849048972,0.001145028742030263,0.00020979005785193294,1.0243700671708211e-05,0.008276866748929024,0.9917129278182983,1,1
50,472,2,2,0,1,3,2,1,1,-2.0593149662017822,-2.9891786575317383,1.495854377746582,3.589491605758667,-2.086472988128662,-1.466463327407837,0.05310855805873871,1.8947198390960693,0.0031122209038585424,0.0012281052768230438,0.1089082658290863,0.8837225437164307,0.0030288370326161385,0.029075227677822113,0.13288158178329468,0.838043212890625,0,1
51,4031,4,1,2,0,3,0,1,-1,-2.8522024154663086,-5.1200456619262695,-3.2432219982147217,4.931073188781738,2.3127617835998535,2.4114773273468018,-0.2003333568572998,-1.821301817893982,0.0003880579024553299,4.0177666960516945e-05,0.000262469460722059,0.9313870072364807,0.06792224198579788,0.9191905856132507,0.06746998429298401,0.013339298777282238,0,0
52,311,1,2,-1,1,1,2,-1,1,1.097561240196228,3.2756505012512207,-1.5769782066345215,-2.593125820159912,-2.199664354324341,-3.647766351699829,0.5854482650756836,4.3998918533325195,0.10039860755205154,0.8864613175392151,0.006921336054801941,0.002505432115867734,0.0037133051082491875,0.00031285168370231986,0.021567517891526222,0.9781196117401123,1,1
53,2623,3,2,1,1,3,2,1,1,-2.382155656814575,-4.944370746612549,-2.409062385559082,4.135889053344727,1.7825883626937866,-0.6812391877174377,0.19261804223060608,0.9979674816131592,0.0013446654193103313,0.00010371903044870123,0.0013089670101180673,0.9106782674789429,0.08656444400548935,0.11418867856264114,0.27361151576042175,0.6121998429298401,1,1
54,2170,0,2,-2,1,0,2,-2,1,5.018368244171143,-0.15578432381153107,-2.910128355026245,-1.2939869165420532,-2.6871798038482666,-5.47848653793335,0.7387955188751221,5.7644877433776855,0.991782546043396,0.005614494439214468,0.0003573668363969773,0.0017988523468375206,0.00044662124128080904,1.3013375792070292e-05,0.006524111144244671,0.9934629201889038,1,1
55,1451,2,2,0,1,2,2,0,1,-1.9625494480133057,-0.5711275339126587,2.1895737648010254,0.2829391360282898,-1.8579895496368408,-1.9115492105484009,-0.6189055442810059,2.9504096508026123,0.012635091319680214,0.05080019682645798,0.8031980991363525,0.11933884024620056,0.014027753844857216,0.007467166054993868,0.02719843201339245,0.9653343558311462,1,1
56,1449,0,2,-2,1,0,2,-2,1,5.490376949310303,-1.1251821517944336,-3.1963090896606445,-0.9052047729492188,-2.744612693786621,-5.519313812255859,1.0522418022155762,5.451273441314697,0.9965695142745972,0.0013347710482776165,0.00016823949408717453,0.0016631894977763295,0.0002643000625539571,1.699114727671258e-05,0.012139836326241493,0.9878431558609009,1,1
57,11,4,2,2,1,4,2,2,1,-1.9197531938552856,-3.979055643081665,-3.032179117202759,0.7212631702423096,3.8739173412323,-1.5909295082092285,-0.8115355968475342,2.779456377029419,0.0029095199424773455,0.0003710886521730572,0.000956535164732486,0.04081315919756889,0.9549497365951538,0.012157418765127659,0.026505008339881897,0.9613376259803772,1,1
58,2182,2,2,0,1,2,2,0,1,-2.2676494121551514,-1.9059970378875732,2.5993614196777344,2.0212790966033936,-2.452329158782959,-1.522299885749817,0.15013282001018524,1.9095309972763062,0.004852310288697481,0.006966460961848497,0.6304702758789062,0.35367685556411743,0.004034068901091814,0.026839634403586388,0.14292392134666443,0.8302364945411682,1,1
59,5281,3,1,1,0,3,0,1,-1,-2.258887529373169,-5.08274507522583,-0.5777422785758972,7.058773040771484,-1.8550682067871094,1.1670531034469604,1.1044158935546875,-1.1170607805252075,8.975990203907713e-05,5.329626219463535e-06,0.0004821636248379946,0.9992883801460266,0.00013441841292660683,0.4899202883243561,0.4601743817329407,0.049905382096767426,1,0
60,3743,4,2,2,1,4,2,2,1,-1.7036631107330322,-4.333355903625488,-3.889758586883545,-0.6991638541221619,5.215723037719727,-2.6211190223693848,-1.5541964769363403,4.513002872467041,0.00098462647292763,7.09921441739425e-05,0.00011062721750931814,0.0026885606348514557,0.9961451292037964,0.0007949493592604995,0.002310458105057478,0.9968945980072021,1,1
61,5305,1,0,-1,-1,1,0,-1,-1,-0.8199495077133179,2.5156936645507812,0.38243091106414795,-2.2338061332702637,-0.906895101070404,3.955740451812744,-1.4076218605041504,-2.251889705657959,0.029775718227028847,0.8365920186042786,0.09909449517726898,0.007241560611873865,0.02729620598256588,0.9933453798294067,0.004653948824852705,0.0020006021950393915,1,1
62,2320,0,1,-2,0,0,1,-2,0,5.049895763397217,0.1842416673898697,-3.051163673400879,-1.4450937509536743,-2.889370918273926,-1.8890610933303833,3.0721938610076904,-0.505946934223175,0.9902191758155823,0.007631407584995031,0.00030025216983631253,0.0014962125569581985,0.000352981238393113,0.006767723709344864,0.9662473797798157,0.02698494680225849,1,1
63,4754,0,0,-2,-1,0,0,-2,-1,2.597306966781616,-0.8214415907859802,-2.640529155731201,-0.4699230194091797,-0.9327499866485596,2.0447824001312256,-0.02222330868244171,-2.0641932487487793,0.8977320194244385,0.029403772205114365,0.004768518730998039,0.041789352893829346,0.02630646340548992,0.8748993277549744,0.11073092371225357,0.01436986681073904,1,1
64,2594,0,2,-2,1,0,2,-2,1,3.4913597106933594,1.549299955368042,-2.574138641357422,-1.9548550844192505,-2.500088691711426,-4.173850059509277,0.9762258529663086,4.484533309936523,0.8676468729972839,0.12442772090435028,0.00201432965695858,0.0037418126594275236,0.00216915225610137,0.00016858679009601474,0.029071878641843796,0.9707595705986023,1,1
65,1534,4,2,2,1,4,2,2,1,-1.916650652885437,-4.395324230194092,-3.6742093563079834,-0.14017236232757568,4.912358283996582,-2.3462188243865967,-1.378849983215332,4.155178546905518,0.0010736067779362202,9.002667502500117e-05,0.00018515998090151697,0.0063439528457820415,0.9923072457313538,0.001493200077675283,0.003928627353161573,0.9945781230926514,1,1
66,3399,4,0,2,-1,4,0,2,-1,-2.5105035305023193,-3.206730842590332,-4.376786231994629,-0.3225657343864441,5.339721202850342,3.490955114364624,-0.909331202507019,-2.3509974479675293,0.0003880661679431796,0.00019343639723956585,6.003293674439192e-05,0.003460310399532318,0.9958981871604919,0.9850499033927917,0.012090331874787807,0.00285976636223495,1,1
67,5155,1,1,-1,0,1,1,-1,0,0.46625640988349915,3.812840461730957,0.07230184972286224,-3.1066854000091553,-2.8805179595947266,-1.413756251335144,2.437893867492676,-0.37228426337242126,0.03317498788237572,0.942353367805481,0.02237270586192608,0.0009313261252827942,0.00116768351290375,0.01964479871094227,0.9246939420700073,0.05566128343343735,1,1
68,2744,2,0,0,-1,2,0,0,-1,-3.9848341941833496,-1.02495539188385,3.8955771923065186,1.2461177110671997,-2.767343044281006,3.5030741691589355,-1.003247618675232,-1.5423500537872314,0.00035018849303014576,0.0067571066319942474,0.9262345433235168,0.0654749795794487,0.0011831821175292134,0.9828224778175354,0.010849365033209324,0.0063281250186264515,1,1
69,534,0,2,-2,1,0,2,-2,1,5.27286958694458,-0.2524785101413727,-3.087221622467041,-1.346756100654602,-2.7919416427612305,-5.608072280883789,0.8487832546234131,5.793696880340576,0.9941674470901489,0.003961241338402033,0.00023265802883543074,0.0013261500280350447,0.00031257650698535144,1.1096563866885845e-05,0.007069119717925787,0.9929197430610657,1,1
70,3955,2,2,0,1,1,2,-1,1,-0.8336748480796814,1.4311796426773071,1.406597375869751,-1.1929243803024292,-2.099616527557373,-1.4673150777816772,0.8147867918014526,1.3654439449310303,0.04760592803359032,0.4584318995475769,0.447299987077713,0.03323846310377121,0.013423618860542774,0.03598477691411972,0.3525519073009491,0.6114633083343506,0,1
71,1949,2,0,0,-1,2,0,0,-1,-3.6297988891601562,0.23228825628757477,3.482557773590088,-0.14439192414283752,-2.03458309173584,4.023608207702637,-1.400587558746338,-1.5120245218276978,0.0007615186623297632,0.036221276968717575,0.9344107508659363,0.024852696806192398,0.003753824857994914,0.9917169213294983,0.004372093360871077,0.003911046776920557,1,1
72,4056,2,2,0,1,2,2,0,1,-1.2062580585479736,0.20985963940620422,2.002511501312256,-0.3056570589542389,-2.122145891189575,-1.9288053512573242,0.36493831872940063,2.2554402351379395,0.030552124604582787,0.1259080469608307,0.7561227679252625,0.07519126683473587,0.012225772254168987,0.013062343932688236,0.12947364151477814,0.8574640154838562,1,1
73,2779,3,0,1,-1,3,0,1,-1,-4.168081283569336,-5.584923267364502,-2.71791934967041,6.264852523803711,2.0189831256866455,4.060376167297363,-1.5067846775054932,-2.37760591506958,2.902609594457317e-05,7.03820933267707e-06,0.00012376160884741694,0.9857214689254761,0.014118756167590618,0.9946081638336182,0.0038007113616913557,0.0015910064103081822,1,1
74,4473,4,2,2,1,4,2,2,1,-1.9949257373809814,-4.249831199645996,-3.0121874809265137,2.044234037399292,3.223217487335205,-0.9771357774734497,0.10816602408885956,1.170053482055664,0.004118001088500023,0.00043191027361899614,0.0014890024904161692,0.23381446301937103,0.7601466178894043,0.0798652172088623,0.23642762005329132,0.6837071180343628,1,1
75,2495,4,2,2,1,4,2,2,1,-1.3855152130126953,-3.8194456100463867,-3.7887797355651855,-1.1507251262664795,4.924206256866455,-2.5534398555755615,-1.3095200061798096,4.242583274841309,0.0018104971386492252,0.00015876512043178082,0.00016370927914977074,0.002289633499458432,0.9955774545669556,0.001112652593292296,0.003860000055283308,0.9950273633003235,1,1
76,5472,2,2,0,1,2,2,0,1,-2.0283401012420654,-1.6866308450698853,2.5713038444519043,1.6100965738296509,-2.3852884769439697,-1.9338916540145874,0.01754280924797058,2.4434256553649902,0.007112964987754822,0.010010438039898872,0.7073763608932495,0.2705225944519043,0.004977711942046881,0.011407330632209778,0.080293670296669,0.9082989692687988,1,1
